id,price
15035,623011.678468572
15036,501285.6380736735
15037,1489031.6973276976
15038,396311.0478329938
15039,324221.9137457069
15040,456671.8828976713
15041,419117.277401641
15042,524552.509133853
15043,214106.7575407941
15044,126256.0973038096
15045,643778.8108331375
15046,178712.79214286618
15047,671079.3532687947
15048,359833.6015295964
15049,1088748.150427416
15050,293162.67647168227
15051,718177.4791868236
15052,445015.5260039158
15053,775435.7107352056
15054,466887.15365961567
15055,692009.9885072205
15056,797469.6611123774
15057,733421.6130903345
15058,476521.54785708897
15059,366321.7455009967
15060,317489.25112719275
15061,516973.10698747076
15062,753232.8074177075
15063,420027.20957976393
15064,577663.6626123227
15065,729773.8141200617
15066,300409.1535520181
15067,604735.0024523344
15068,817672.5827076696
15069,630768.4306369573
15070,458178.6359410547
15071,447409.804098038
15072,444253.5325572081
15073,281048.4637921676
15074,175572.64096446894
15075,781664.3233332131
15076,890848.9302298538
15077,271521.0877762567
15078,207709.68745224737
15079,991088.317843318
15080,407510.04465945996
15081,431607.3303953875
15082,666305.4669658132
15083,350439.50544604287
15084,578078.5803331528
15085,796565.3269542735
15086,348142.74380468205
15087,551754.8189054467
15088,371443.15938323364
15089,334385.2148153931
15090,338691.44234625436
15091,693625.9118925892
15092,441953.26226969436
15093,326535.6046333052
15094,516938.72851338796
15095,338637.3634998277
15096,355784.72960075736
15097,680294.1783925463
15098,507842.44311478175
15099,158443.31068442576
15100,579186.8024081439
15101,260668.76601614058
15102,537312.0231674165
15103,811838.1466732193
15104,370394.04496651515
15105,615087.142728677
15106,468299.1901424993
15107,428030.6645439826
15108,330662.70415899716
15109,340824.4597894233
15110,351129.6414774973
15111,702014.0457354505
15112,455741.85756468214
15113,395238.7999022063
15114,287136.7534987107
15115,662058.7749430835
15116,466292.9445776511
15117,497710.8049602248
15118,415237.1845242977
15119,583960.0684020575
15120,420651.2798224315
15121,232103.484689679
15122,539169.0162063483
15123,744922.698483685
15124,569431.8670278676
15125,494851.06402742676
15126,512505.19782165065
15127,661316.7877591476
15128,522292.7747444622
15129,230380.9589253273
15130,355887.0955105871
15131,359720.4830975011
15132,825351.1362762656
15133,928204.1496349256
15134,437016.68016417883
15135,772194.2096073683
15136,262017.15369177796
15137,572544.9112574887
15138,262797.618357325
15139,469881.6347575821
15140,446909.32914236374
15141,289369.40968045406
15142,500245.4803412631
15143,688057.9406336881
15144,532128.7836170364
15145,481376.2998746298
15146,467817.5883832928
15147,281128.33336599916
15148,261745.60411033034
15149,329290.9170462098
15150,517965.8755556904
15151,570909.4026130363
15152,308447.10958215967
15153,666221.5847244803
15154,1187492.2583470643
15155,245879.17774373852
15156,400457.8763862103
15157,684731.3956200685
15158,398172.19021304324
15159,411801.4792929031
15160,663215.464180328
15161,1062614.2802659422
15162,317848.6771882847
15163,342436.3424738981
15164,382730.6649866961
15165,731231.8043993134
15166,828924.7120524943
15167,540887.2332468405
15168,667116.251730999
15169,821295.4915669858
15170,158075.08946446702
15171,520997.0524157714
15172,220328.91517345235
15173,487258.5509063564
15174,308544.46395052597
15175,286507.2244447358
15176,585126.0256771445
15177,319182.99814487994
15178,385443.69628957286
15179,1057495.7665664535
15180,604192.5858708043
15181,228100.42567939498
15182,862597.4196134135
15183,276582.3848304581
15184,398048.8072659876
15185,547825.4476216529
15186,919991.9002312385
15187,273111.57229931094
15188,435064.42949401215
15189,323358.07473881915
15190,684299.2777188197
15191,246236.53767310642
15192,297375.0780083481
15193,480386.3994279783
15194,408490.08319722675
15195,383527.03040618263
15196,604420.1785353925
15197,577691.6979659498
15198,471617.64613656886
15199,212848.75367701426
15200,420894.5428083204
15201,583180.1181338802
15202,381631.55992159434
15203,263967.86250934005
15204,184560.2076309435
15205,584204.223343147
15206,1273582.6325094122
15207,175064.22457831167
15208,139660.70772061124
15209,173694.41034988128
15210,216111.04021389782
15211,279429.2226422485
15212,558665.5785795096
15213,484719.85935873725
15214,500281.6568621956
15215,418900.96169744805
15216,350549.63398713805
15217,343512.3931016829
15218,368044.022580415
15219,290593.919994168
15220,247985.1543496661
15221,726458.4350788277
15222,325736.14497379214
15223,353885.85287163965
15224,535921.4839940332
15225,304072.0908273738
15226,216125.38414143212
15227,525524.1201310083
15228,488596.20827682875
15229,491382.0272649154
15230,494349.01219873317
15231,487263.1239290349
15232,779286.667950213
15233,765052.865448257
15234,1147304.797993062
15235,393547.4491008427
15236,270949.76605180465
15237,176751.0821203664
15238,544397.8473156709
15239,499129.4272007551
15240,314118.1667246837
15241,428361.40556284785
15242,578078.8377913628
15243,270527.86227865145
15244,759735.10311912
15245,463248.2656934876
15246,533471.2369803227
15247,202798.49327470548
15248,676611.1767496597
15249,300678.2044185102
15250,1564455.012032332
15251,441532.36502443627
15252,621072.2447201349
15253,305083.6127288006
15254,329211.91629742086
15255,515197.97925063036
15256,491348.0429453589
15257,256840.73897267878
15258,526292.4744692277
15259,245885.1015450172
15260,458025.71268476546
15261,274040.95076234266
15262,379032.1861989256
15263,532485.9503725879
15264,394385.6380014587
15265,763308.3833860476
15266,398221.463047795
15267,386469.76086846925
15268,432172.9107797034
15269,527869.9425807837
15270,595792.4905037005
15271,855783.8431752324
15272,329522.2565699052
15273,382959.3058986347
15274,592084.3464341816
15275,412614.48395966925
15276,426345.70988900214
15277,289246.7296923511
15278,1312109.259767918
15279,378191.07243185677
15280,568302.1299347542
15281,972963.2690181416
15282,501135.2386806663
15283,342393.21632606164
15284,706805.5332529359
15285,1059559.281358946
15286,312185.7834984213
15287,911675.1965166647
15288,517788.48148345575
15289,777322.2759029437
15290,200140.0006180238
15291,543557.2414344978
15292,479642.50480242074
15293,416441.5185802467
15294,845710.7165601477
15295,672463.6707689408
15296,270734.1469479315
15297,325547.41130037047
15298,846790.2622521631
15299,424226.3940229509
15300,358458.36739004403
15301,335148.08447650075
15302,153824.86244733073
15303,395645.90707076713
15304,695827.142203616
15305,327691.39695912413
15306,524909.7843247391
15307,534720.9740114864
15308,545148.3549305983
15309,423715.8545538448
15310,257828.09482490458
15311,534369.0823065247
15312,344542.28700517863
15313,1408176.6057951376
15314,421555.58504294604
15315,1366833.2417729143
15316,431977.07428600267
15317,391555.4822832793
15318,660841.3695732877
15319,1645926.1807850115
15320,443414.9649292398
15321,396090.47985603847
15322,633600.7111663502
15323,447088.4654973373
15324,708960.7206553705
15325,387434.53967919387
15326,504690.3455148395
15327,164655.17667137645
15328,692183.5941264722
15329,491819.3761386052
15330,843414.85249505
15331,377379.5798916146
15332,608803.4131667186
15333,705395.0452809632
15334,552793.4316879567
15335,488304.00302952155
15336,241632.32681555115
15337,148145.7702645585
15338,485174.2898220029
15339,410250.0628748201
15340,242663.44785078987
15341,451075.6330906451
15342,97231.14588014036
15343,205995.4644288551
15344,709657.9247793108
15345,-335700.80830116756
15346,389028.51619036123
15347,371782.22732229903
15348,1086089.9216105435
15349,467883.8328877147
15350,290551.4642217867
15351,268355.2212191168
15352,1236284.7087459564
15353,239183.07296147756
15354,508362.2028505411
15355,563245.7175864261
15356,380560.09218973666
15357,723936.2723506931
15358,1004978.6171964109
15359,265340.93535151705
15360,473001.29357640445
15361,168399.8112019822
15362,571226.0105723441
15363,426063.0997593291
15364,336556.78545464016
15365,564115.0387445819
15366,427173.5485966634
15367,687512.7987853363
15368,315668.02804196626
15369,351268.1464489158
15370,266763.0075157974
15371,560685.0916145723
15372,265185.5120969936
15373,466136.57871181145
15374,607747.8629518338
15375,720422.7291784678
15376,352753.2881397791
15377,354192.73388182744
15378,628219.8711652029
15379,396716.6059001256
15380,637000.887595661
15381,616690.0589739755
15382,616405.5464350022
15383,931709.726872379
15384,546814.2476742025
15385,992196.8745409064
15386,710601.0410586596
15387,724484.2736856043
15388,443214.45994553156
15389,601880.3343003392
15390,718776.3555916771
15391,137713.98292678408
15392,366658.83036051877
15393,377064.78614584915
15394,352764.77754605375
15395,46997.89975420013
15396,414705.2288116105
15397,625466.1991976593
15398,312809.62166388147
15399,494882.549777301
15400,781345.5523374733
15401,615285.3899872918
15402,853534.1750782393
15403,566604.4559772667
15404,957533.2970140539
15405,404103.8001556359
15406,1043555.976366492
15407,306288.42989000864
15408,536261.5592044033
15409,836328.9325161632
15410,511815.69258194044
15411,744890.9402510487
15412,571484.2285579257
15413,317625.1772014927
15414,347801.3633924164
15415,644352.4294063356
15416,1465461.398561813
15417,385414.89700064436
15418,309994.7264952101
15419,547048.4083899502
15420,653633.5329609886
15421,697058.5194841586
15422,674254.9958734829
15423,596541.9076974262
15424,473615.98952466436
15425,1240107.9130887482
15426,359936.33152171783
